gene	occurances	unique alleles
cca_2	2	2
lexA_4	8	7
sipV_3	1	1
thyA_3	1	1
ettA_3	1	1
nhaK_3	1	1
cca_3	1	1
ribX_2	2	2
garB_3	1	1
exuR_4	1	1
ppaC_3	1	1
pflA_3	1	1
lexA_5	3	3
dnaJ_3	1	1
metK_1	15	4
pbuE_1	3	2
pbuE_2	3	1
pbuE_3	3	2
arsR	13	1
map_1	15	5
map_2	15	7
metK_2	15	3
dtd3_3	8	2
sufT	7	2
pdhB_1	2	2
pdhB_2	2	2
cspLA_5	3	3
arcD1_3	5	5
yjmB_1	221	20
yjmB_2	221	27
bsdB	18	3
pgdS	2	1
adh	13	7
qacA	8	4
chbG_1	5	2
chbG_2	5	2
pbuE	10	6
mco_1	8	6
mro_4	1	1
pgmB_3	4	4
malP_5	1	1
mco_2	8	4
mco_3	1	1
ydhK_3	1	1
zinT	19	5
murAA	3	2
pdhD_1	10	4
pdhD_2	10	6
yhdJ	10	5
gmuD_5	10	6
pbuG_1	13	8
cysE_1	90	4
pbuG_2	13	7
mdtG	47	15
Int-Tn_1	162	19
Int-Tn_2	162	23
tdk_3	1	1
cysE_2	90	8
resE_1	14	2
resE_2	14	3
rlmD	2	1
ulaG_1	5	5
ulaG_2	5	4
nrdF_3	9	5
uvrA_6	3	3
dpnM	4	4
ulaE_1	6	3
ulaE_2	6	4
nagE_1	3	2
nagE_2	3	2
tarI	4	2
rcsC_6	2	2
bmrA_1	6	3
bmrA_2	6	4
bmrA_3	3	1
corA	9	6
fruA_8	9	8
yfhA	1	1
clcA_1	4	2
clcA_2	4	2
yhfP	3	1
mgrA	3	1
nupC_1	25	6
nupC_2	25	6
tagF_1	3	1
tagG_1	8	5
tuf_3	5	3
yxaF	13	4
crtM	5	3
crtN	4	4
tagB	7	5
tagF_2	3	2
tagG_2	8	4
salL	5	5
rocE	3	2
mmuM	4	2
mngR_1	3	3
oxyR	5	3
lysN	9	6
mngR_2	3	3
xylF	2	1
yrdA_1	2	2
yrdA_2	2	2
cmoM	2	2
xylA_1	2	2
xylA_2	2	2
yloB	3	3
yjcS_1	1	1
yjcS_2	1	1
cysL_1	3	3
dapE_1	7	7
dapE_2	7	6
cysL_2	3	3
fsaB	7	2
tcyP_1	6	5
aldC_1	6	3
alsS_1	6	3
glf_1	5	4
ugd_3	3	2
glf_2	5	3
gatA_3	32	13
aldC_2	6	4
alsS_2	6	4
tcyP_2	6	3
strH	5	1
mfpA	5	2
axeA	8	4
ygaZ_3	6	4
bmr3_3	6	1
mta_3	5	2
emrB_1	5	4
emrB_2	5	5
ychF_3	2	2
npr_4	5	3
lytA	1	1
pezT	1	1
yvyI	77	3
gmd	78	2
gerKI	77	3
potB_1	12	1
dapB_1	2	2
dapB_2	2	2
pepC_1	36	3
rmpB	4	4
kdgR	16	9
yoeB_1	6	2
manZ_9	41	12
pepC_2	36	5
iolB	159	3
iolD	159	4
mdh	35	1
frlB_5	55	11
yurK_3	43	4
licT_6	17	9
manZ_10	10	8
levE_3	9	5
potB_2	12	3
licT_7	2	2
yoeB_2	6	2
adhE_1	10	7
glpK_1	6	4
glpF_1	11	9
ywqC_1	7	6
ywqC_2	7	5
fcf1	4	2
purT	24	6
rffH	4	1
rlmCD_1	6	5
rlmCD_2	6	5
ftsA_1	11	4
ackA_1	11	6
expZ_3	4	3
glpK_2	6	3
dhaD	6	4
dhaM	6	3
dhaT	5	2
dhaK_3	6	4
dhaL_3	7	4
ackA_2	11	5
glpF_2	11	3
adhE_2	10	3
sucD	9	2
ccmL	9	1
ftsA_2	11	4
pduL	9	2
pduA_1	10	3
ddrA	10	3
pduD	10	2
pduC	10	2
pduB	10	3
pduA_2	10	3
pduU	10	3
pduV	10	2
dhaL_4	3	1
ybjI_1	5	2
ybjI_2	5	2
ganB	2	2
sorC_3	11	7
rimM_1	2	2
rimM_2	2	2
dnaE_1	2	2
dnaE_2	2	2
lmrA	5	4
murQ_1	7	7
typA_1	2	2
typA_2	2	2
yfeW	8	6
murQ_2	7	7
murQ_3	1	1
ybbH_4	10	8
tal	4	1
tkt_1	5	5
tkt_2	5	3
ywlF	4	1
mnmC	2	2
tkt_3	4	3
gadC	7	6
uxaB_3	2	2
malL_5	3	3
ebrB	1	1
slmA	1	1
nnrD_1	4	3
nnrD_2	4	3
merR1_1	3	2
merA_1	4	3
merA_2	4	3
merR1_2	3	2
pucR	1	1
fixK_1	1	1
copZ_4	2	1
fixK_2	1	1
btuD_8	6	6
dppC_1	2	2
dppC_2	2	2
ydjG	2	1
ydjH	2	1
pstA	10	3
murD_1	2	2
murD_2	2	2
hisC_1	5	4
hisC_2	5	4
ycnE	3	1
serA	3	1
czcR	51	1
lacR_5	17	5
recU_1	3	2
recU_2	3	3
ftsH_1	3	3
ftsH_2	3	3
mutL_1	5	4
mutL_2	5	4
yoaB_1	6	4
yoaB_2	6	4
nrdD_1	2	2
nrdD_2	2	2
msrAB	1	1
apnhaP	1	1
por_1	267	8
por_2	267	7
nag3	230	8
uxuA_3	255	11
rhaR_6	147	23
repN_1	50	4
repN_2	50	14
gmuE_6	39	10
arcB_1	131	10
iolE_1	123	5
arcB_2	131	10
iolA	124	3
iolG_1	125	3
iolG_2	125	3
iolE_2	123	5
yidK	124	1
yciC	125	2
ribZ_3	123	4
bca	319	30
hssS	13	4
truA	91	13
pycA_1	3	3
pycA_2	3	3
yfmL_1	2	2
yfmL_2	2	2
glmS_5	1	1
recD2_1	2	2
recD2_2	2	2
lacG_6	24	9
manX_8	53	9
umpA	95	5
gtaB_3	8	8
qorB_1	4	3
qorB_2	4	4
ntcA	25	2
vanXB	248	6
vanB	248	10
vanH	356	8
vanW	248	12
vanS-B	248	9
hprR	248	2
degV_1	3	2
degV_2	3	3
gpsA	4	3
rspR_3	171	7
menE_1	13	8
menE_2	13	9
aacA-aphD_1	16	6
aacA-aphD_2	16	10
ssbA_1	3	1
ssbA_2	3	1
sunS	1	1
recQ_3	8	8
ccpB_1	4	4
ccpB_2	4	4
vanY	108	8
vanX	111	3
vanA	110	3
soj_5	91	19
spo0J_1	3	1
walK_1	7	5
ebgA_1	1	1
qseB_1	2	2
sacA_3	2	2
ebgA_2	1	1
guaA_3	1	1
qseB_2	2	1
fadG_1	1	1
fadG_2	1	1
walK_2	7	7
serS_3	1	1
serS_4	1	1
spo0J_2	3	3
tet(O)	2	1
noc	5	4
xylP_1	15	4
xylP_2	15	4
yncB	27	1
soj_6	10	8
COQ5_4	7	4
soj_7	2	1
ldh	25	4
yxdM	8	4
tetM_3	7	5
wecA_1	7	5
wecA_2	7	6
recJ	2	1
cof	6	6
sasA_5	10	9
bceB	66	23
ghrA	6	2
spxA	6	4
gtaB	2	2
irtA	20	7
mntD	37	11
licA	12	1
pchR	18	5
puuD_1	3	3
puuD_2	3	2
lacD1	71	3
Int-Tn_3	18	10
repE_1	9	5
repE_2	9	6
kduD_1	4	3
kduD_2	4	4
pdxB	8	3
bin3_9	18	6
srtB	2	2
virD4	1	1
yvbK_1	1	1
epmA	2	2
yvbK_2	1	1
yacP	8	2
ftsY_1	4	3
rpsE_1	3	3
pyrE_1	2	1
eno_1	3	2
dnaN_1	2	2
glnA_1	3	1
yvgN_1	4	1
thrS_1	2	2
rlmN_1	2	2
ktrA_1	2	1
rhlE	2	2
sdaB	1	1
mdtJ	1	1
pyrE_2	2	2
senX3	1	1
fadB	1	1
atoE	1	1
kdpE	5	4
glyQS	1	1
opuD	2	2
argP	1	1
thrS_2	2	2
dnaN_2	2	2
crt	1	1
yvgN_2	4	3
eno_2	3	3
fadD3_1	1	1
ino1	1	1
rlmN_2	2	2
rpsE_2	3	2
pnp_3	2	2
pepPI	1	1
fadD3_2	1	1
ppk2B	1	1
glnA_2	3	3
ccsA	1	1
ktrA_2	2	2
lcpA	1	1
purU	1	1
nreB	2	2
thiB	1	1
QRSL1	1	1
rpsR1	1	1
trpB	2	2
ydaD	1	1
ftsY_2	4	4
ydiB	1	1
araA_1	4	2
algC_1	7	4
algC_2	7	5
araA_2	4	3
araR_3	3	2
hypBA1_1	2	2
hypBA1_2	2	2
yxdL_3	1	1
bglF_8	4	4
higA-2	2	1
entHF	2	1
legG	9	1
yfnB	12	7
abfA	6	4
ulaR	1	1
ptsN	2	1
vbhT	1	1
lacD2_3	2	2
pyrC_1	2	1
pyrC_2	2	2
nox	18	1
pcp_1	1	1
pcp_2	1	1
fur_1	3	1
cvfB_1	3	1
mapZ_1	3	1
dnaG_1	3	1
ydjP_1	2	1
ydjP_2	2	1
dnaG_2	3	2
mapZ_2	3	2
cvfB_2	3	2
fur_2	3	2
ctpE_3	3	3
pepT_1	2	2
pepT_2	2	2
repD_1	40	13
repD_2	40	8
helD	42	10
erm_1	4	3
erm_2	4	3
hin_4	28	12
bceA	3	2
dtxR_1	1	1
zwf_1	2	1
ileS_1	1	1
divIVA_1	1	1
sepF_1	1	1
yggS_1	1	1
ftsZ_1	1	1
divIB_1	1	1
murG_1	1	1
mraY_1	1	1
ftsL_1	1	1
rsmH_1	1	1
mraZ_1	1	1
recN_1	1	1
tlyA_1	1	1
xseB_1	1	1
xseA_1	1	1
folD_1	1	1
nusB_1	2	1
ypdF_1	1	1
rpmA_1	1	1
rplU_1	1	1
dauA_1	2	1
trmR_1	2	2
lplJ_1	1	1
ysdC_1	1	1
dltD_1	2	1
dltC_1	1	1
rsmI_1	1	1
yabA_1	1	1
darA_1	1	1
tmk_1	1	1
recR_1	1	1
larR_1	1	1
yfcJ_1	1	1
rpmE2_1	2	1
rho_1	1	1
pyrG_1	1	1
glnR_1	1	1
yadH_1	2	2
dus_1	1	1
ywnA_1	3	1
proA_1	2	1
proB_1	2	1
dut_1	2	1
radA_1	4	2
yacL_1	2	2
gltX_1	2	1
cysS_1	2	1
mrnC_1	1	1
veg_1	1	1
elaA_1	1	1
mscL_1	1	1
cinA_1	4	3
recA_1	2	1
rny_1	1	1
proC_1	2	2
ispE_1	2	1
znuC_1	6	3
znuB_1	1	1
glmU_1	1	1
prs_1	1	1
thiT_1	1	1
rpoZ_1	1	1
priA_1	1	1
fmt_1	2	2
rsmB_1	1	1
stp_1	3	1
rsgA_1	1	1
thiN_1	2	2
mreC_1	1	1
lytG_1	1	1
xpt_1	2	1
purE_1	2	1
purK_1	3	3
purB_1	1	1
purS_1	1	1
purQ_1	1	1
purL_1	2	1
purM_1	1	1
purN_1	1	1
purH_1	1	1
chvE_1	1	1
norG_1	1	1
pdhA_1	1	1
cysQ_1	1	1
rsmD_1	1	1
coaD_1	1	1
ylbL_1	1	1
yqeN_1	1	1
rpsT_1	2	1
queG_1	2	1
pckA_1	2	1
thiO_1	2	1
graR_1	2	2
graS_1	3	2
act_1	3	2
mtnN_1	1	1
pepO_1	3	3
prs2_1	1	1
mnmA_1	1	1
vioD_1	1	1
mgsR_1	1	1
iscU_1	1	1
sph_1	1	1
glpO_1	2	2
dhaM-2_1	1	1
tyrS1_1	1	1
rsmG_1	3	3
mnmG_1	1	1
mnmE_1	1	1
misCA_1	2	1
rnpA_1	1	1
rpmH_1	2	1
dnaA_1	2	2
gyrB_1	2	2
gyrA_1	1	1
rpsF_1	1	1
rpsR_1	1	1
gdpP_1	4	3
rplI_1	2	1
purA_1	1	1
zupT_1	2	2
coaA_1	1	1
rsmC_1	1	1
pdp_1	1	1
deoC_1	8	3
cdd_1	2	1
mglA_1	1	1
punA_1	1	1
rpiA_1	1	1
rpsL_1	2	1
rpsG_1	2	1
rpsJ_1	1	1
rplC_1	1	1
rplD_1	2	1
rplW_1	2	1
rplB_1	1	1
rpsS_1	1	1
rplV_1	2	1
rpsC_1	2	1
lnrK_1	1	1
ysdC_2	1	1
lplJ_2	1	1
trmR_2	2	2
rplU_2	1	1
rpmA_2	1	1
trkA	2	2
trkG	1	1
nagB_1	1	1
vat	1	1
rsuA_1	2	2
sapB_1	1	1
cseB	1	1
nrdH_1	1	1
leuD	1	1
leuC	1	1
leuB	1	1
leuA	2	2
oppB_1	4	4
ffh_1	1	1
tag_1	2	2
chrR_1	1	1
rpsP_1	1	1
trmD_1	1	1
rplS_1	1	1
pbp_1	2	2
napA_1	2	2
bbmA_1	1	1
malG_1	1	1
cfa_1	1	1
nylA_1	2	2
yckB_1	11	2
yckB_2	11	2
hmpT_1	2	1
pdxK_1	2	1
frmB	1	1
leuS_1	1	1
murE_1	2	2
pbpF_1	1	1
yhaM_1	1	1
graR_2	2	2
graS_2	3	3
act_2	3	2
mtnN_2	1	1
yqaB	1	1
crcB_1	2	2
crcB_2	2	2
rhaD_1	3	3
hprA	1	1
prmA_1	2	2
rsmE_1	1	1
relA_1	2	2
dtd_1	1	1
fumC	1	1
bcrR_1	1	1
metG_1	1	1
mtgA_1	1	1
tyrS1_2	1	1
nfo_1	2	2
proA_2	2	2
proB_2	2	2
hom	2	2
thrC	2	2
thrB	1	1
metAA	2	2
yqfL_1	1	1
zur_1	1	1
rpsU_1	2	2
yqeY_1	1	1
pgpH_1	1	1
ybeY_1	2	2
dgkA_1	1	1
era_1	1	1
recO_1	2	2
hisG	1	1
hisD	1	1
hisB	1	1
hisH	1	1
hisA	1	1
hisF	1	1
hisI	1	1
hisK_1	1	1
glyQ_1	1	1
glyS_1	1	1
yqfL_2	1	1
ccpN	1	1
cuyA	1	1
yknX_1	1	1
macB_1	1	1
yidC_1	6	6
acyP_1	4	4
efp_1	2	2
drdA_1	1	1
hxlB_1	4	2
hxlB_2	4	2
rpiB_1	1	1
srlR_1	3	3
gatC_5	8	6
hxlB_3	1	1
rpe_4	2	2
gatC_6	1	1
rlmH_1	1	1
htrA_1	1	1
ytpP_1	3	3
rihC_1	1	1
inlJ	1	1
yiaC_1	1	1
padC_1	1	1
lpdC_1	2	2
hssR_1	1	1
ydfK_1	1	1
rbsD_1	1	1
yjcD_1	1	1
cysK_1	1	1
perR_1	1	1
dnaD_1	1	1
nth_1	1	1
gpsB_1	1	1
rlmL_1	1	1
yedJ_1	1	1
cshB_1	1	1
fieF_1	1	1
rnhA_1	1	1
fhs1_1	1	1
lspA_1	1	1
pyrR_1	2	1
pyrP_1	1	1
pyrB_1	1	1
carA_1	1	1
carB_1	1	1
pyrK_1	1	1
pyrDB_1	1	1
pyrF_1	1	1
cah_1	1	1
rqcH_1	8	4
aroE_1	1	1
rpsQ_1	2	2
rplN_1	2	2
rplX_1	2	2
rplE_1	1	1
rpsH_1	2	2
rplF_1	2	2
rplR_1	2	2
rpmD_1	2	2
rplO_1	2	2
secY_1	1	1
infA_1	1	1
rpmJ_1	1	1
rpsM_1	1	1
rpsK_1	1	1
rpoA_1	1	1
rplQ_1	1	1
ecfA1_1	1	1
ecfA2_1	15	5
yeiL_1	1	1
rihB_1	1	1
mglA_2	1	1
rpmB_1	2	2
recG_1	2	2
plsX_1	1	1
acpP_1	1	1
sttH_1	1	1
rnc_1	1	1
ddl_1	1	1
cshA_1	1	1
acpS_1	2	2
alr_1	3	2
ndoA_1	2	2
deoR_1	1	1
opuCD_1	1	1
opuCC_1	3	3
opuCB_1	1	1
queA_1	2	2
tgt_1	2	2
fni_1	1	1
bbmA_2	1	1
cycB	2	2
malG_2	1	1
infC_1	1	1
rpmI_1	1	1
rplT_1	1	1
yxeN	1	1
tcyN	2	2
yxeM	1	1
pduW	1	1
sucD_1	1	1
ccmL_1	1	1
pduL_1	1	1
pduE	1	1
comGA_1	2	2
trmB_1	2	2
dat	1	1
hit_1	1	1
spoIIIE_1	1	1
fliY_1	1	1
celD_1	1	1
celA_1	3	3
tgt_2	2	2
adhE_3	1	1
yesR_1	1	1
rhaD_2	3	3
rhaM_1	1	1
kduI1_1	2	2
fni_2	1	1
galK_3	3	3
infC_2	1	1
rpmI_2	1	1
rplT_2	1	1
pepA_1	1	1
ytpP_2	3	3
htrA_2	1	1
rlmH_2	1	1
hhaIM_1	2	2
xre_1	1	1
pgi_1	1	1
aroD_1	1	1
rlmI_1	1	1
pgk_1	1	1
cggR_1	1	1
rpoE_1	2	1
lipL_1	1	1
gloA_1	1	1
ntpD_1	3	1
ntpB_1	2	1
ntpA_1	1	1
ntpG_1	1	1
ntpC_1	1	1
ntpK_1	3	3
yhaP_1	2	2
zapA_1	1	1
rnhC_1	1	1
mecA_1	1	1
yjbK_1	1	1
yjbM_1	1	1
mgtE_1	1	1
cutC_1	4	3
rlmA_1	1	1
trmL_1	1	1
lnrK_2	1	1
ytlR_1	1	1
rpmG3_1	1	1
secE_1	1	1
nusG_1	1	1
sdhA_1	2	1
sdhB_1	3	2
rplK_1	3	1
rplA_1	2	1
rplJ_1	1	1
rplL_1	1	1
nagB_2	1	1
sapB_2	1	1
nrdH_2	1	1
opuAA_1	2	2
upp_1	1	1
proX_1	1	1
yecS_3	1	1
fliY_2	1	1
spoIIIE_2	1	1
oppB_2	4	3
metG_2	1	1
rnmV_1	2	2
rsmA_1	3	2
niaX_1	2	2
parC_1	1	1
parE_1	1	1
yccU_1	1	1
plsY_1	1	1
codY_1	2	2
clpY_1	3	3
trmFO_1	2	2
dprA_1	1	1
rnhB_1	1	1
rbgA_1	1	1
yhaM_2	1	1
hit_2	1	1
trmB_2	2	2
comGA_2	2	2
prmA_2	2	2
rsmE_2	1	1
relA_2	2	2
dtd_2	1	1
hisS_1	1	1
aspS_1	1	1
yfiC_1	1	1
plsC_1	1	1
sbcD_1	1	1
ypuA	1	1
asnB_1	1	1
yhfK_1	2	2
pdxK_2	2	2
hmpT_2	2	2
pheA_1	4	3
aroK_1	1	1
aroA_1	1	1
aroC_1	1	1
aroB_1	1	1
aroF_1	1	1
aroE_2	1	1
opuBA_1	1	1
pckA_2	2	2
rqcH_2	8	5
eutQ	1	1
ccmL_2	1	1
pduL_2	1	1
pduA_3	1	1
adhE_4	1	1
eutL	1	1
eutC	1	1
eutB	1	1
pdtaS	1	1
pdtaR	1	1
adhE_5	1	1
tsaE_1	2	1
pta_1	1	1
ung_1	1	1
pnuC_1	1	1
gdx_1	1	1
pspB_1	1	1
mgtA_1	2	2
ltaS1_3	1	1
rnfC_1	1	1
rnfD_1	1	1
rnfG	1	1
rsxE	1	1
rnfA	2	2
rnfB	1	1
nagB_3	1	1
ypdF_2	1	1
efp_2	2	2
nusB_2	2	2
folD_2	1	1
xseA_2	1	1
xseB_2	1	1
tlyA_2	1	1
recN_2	1	1
mraZ_2	1	1
rsmH_2	1	1
ftsL_2	1	1
mraY_2	1	1
murG_2	1	1
divIB_2	1	1
ftsA_3	1	1
ftsZ_2	1	1
yggS_2	1	1
sepF_2	1	1
divIVA_2	1	1
ileS_2	1	1
rmlD_1	4	4
kduI1_2	2	2
kdgR_1	1	1
msmX_3	2	2
lrp_1	1	1
fbaA_1	1	1
gatC_7	1	1
fbaA_2	1	1
fbaA_3	1	1
vioD_2	1	1
nreC	1	1
nasD	1	1
nasE	1	1
nasF_1	1	1
hemC_1	1	1
celA_2	3	3
licR_4	1	1
murC_1	1	1
yhgF_1	4	4
pphA_1	1	1
gatC_8	1	1
amyS	1	1
engB_1	1	1
clpX_1	1	1
tig_1	2	2
yknX_2	1	1
macB_2	1	1
dus_2	1	1
ymdB_1	2	2
hsrA	1	1
cutC_2	4	4
cysL_3	1	1
lemA	1	1
fryA	1	1
alsE_1	1	1
slyA_1	1	1
potA_1	1	1
eltD	1	1
fbaA_4	1	1
rpe_5	1	1
yhaZ	1	1
rhaS_5	4	3
fldC	1	1
hadI	1	1
manY	4	4
pgiA_1	1	1
pgiA_2	1	1
metZ	1	1
tcyB	1	1
tcyC	1	1
pepA_2	1	1
ydfK_2	1	1
ycaM_1	1	1
braC	1	1
livH	1	1
lptB	1	1
livF	1	1
IMPDH_1	1	1
hpf_1	2	2
secA_1	2	2
prfB_1	1	1
ftsE_1	2	2
ftsX_1	1	1
gdx_2	1	1
elaA_2	1	1
pstC1	4	3
phoU_1	1	1
hprK_1	2	2
pepQ_1	1	1
dut_2	2	2
radA_2	4	4
yacL_2	2	2
gltX_2	2	2
cysS_2	2	2
mrnC_2	1	1
veg_2	1	1
mscL_2	1	1
cinA_2	4	4
recA_2	2	2
rny_2	1	1
ispE_2	2	2
znuC_2	6	4
znuB_2	1	1
glmU_2	1	1
prs_2	1	1
graR_3	1	1
graS_3	1	1
bceA_3	6	5
bceB_3	5	4
fieF_2	1	1
sucD_2	1	1
pta_2	1	1
buk2	1	1
nirC_1	1	1
trpE	1	1
pabA	1	1
trpD2	1	1
trpC	1	1
trpF	1	1
trpA_1	1	1
cydA	1	1
cydB	1	1
cydD	1	1
whiA_1	1	1
yvcJ_1	2	2
dnaK_1	2	2
grpE_1	1	1
hrcA_1	1	1
hemW_1	1	1
ribF_1	2	2
truB_1	3	3
gatC_9	1	1
gmuD_6	1	1
mvaS_1	2	2
fadA_1	1	1
iphP	1	1
ansB	1	1
yclM_1	2	2
ezrA_1	3	3
thiI_1	1	1
valS_1	1	1
fpgS_1	2	2
rnj1_1	1	1
yjdJ_1	1	1
secG_1	1	1
est_1	1	1
rnr_1	3	3
smpB_1	2	2
atpB_1	2	2
atpF_1	1	1
atpH_1	1	1
atpA_1	2	2
atpG_1	1	1
atpD_1	3	2
atpC_1	2	2
rasP_1	1	1
rimP_1	2	2
nusA_1	1	1
rplGA_1	1	1
infB_1	1	1
rbfA_1	1	1
truB_2	3	3
ribF_2	2	2
dapX_1	2	2
pstS1_3	1	1
ffh_2	1	1
ytrA	1	1
tag_2	2	2
chrR_2	1	1
rpsP_2	1	1
trmD_2	1	1
rplS_2	1	1
mtlD_3	10	2
mtlF_3	2	2
catE_1	1	1
azoR_1	3	3
gatB_3	2	2
gatA_4	1	1
gatC_10	1	1
engB_2	1	1
clpX_2	1	1
tig_2	2	2
alsE_2	1	1
hpdA	2	2
cutC_3	1	1
spsB_1	1	1
cysL_4	1	1
oraE	2	2
oraS	1	1
ortB	1	1
ortA	1	1
ord_1	1	1
rocC	1	1
orr	1	1
pepS_1	4	3
tagO_1	1	1
rmlB_1	7	4
rmlD_2	4	3
fbaA_5	1	1
COQ3_1	1	1
ygeA	1	1
rhaS_6	1	1
kduI1_3	1	1
kduD_3	1	1
yesR_2	1	1
siaQ	2	1
rhaM_2	1	1
gmuR_4	1	1
gmuD_7	1	1
hxlB_4	1	1
hxlA	2	2
thrZ	1	1
ubiB_1	1	1
hssR_2	1	1
ruvB_1	2	2
recR_2	1	1
tmk_2	1	1
darA_2	1	1
yabA_2	1	1
rsmI_2	1	1
nrgA	1	1
glnB	1	1
rnhB_2	1	1
rbgA_2	1	1
ctpA	1	1
slyA_2	1	1
flK	1	1
ypjD_1	1	1
lapB	1	1
hup_1	1	1
der_1	3	3
ypfD_1	1	1
cmk_1	2	2
fmnP_1	1	1
scpB_1	1	1
scpA_1	1	1
ribT_1	1	1
frr_1	1	1
pyrH_1	2	2
tsf_1	1	1
rpsB_1	1	1
argR_4	2	1
phnX_3	1	1
argS_1	2	1
arcA_1	2	1
tsaD_1	1	1
rimI_1	1	1
tsaB_1	1	1
galT_1	2	1
galE_1	1	1
yibN_1	1	1
glcK_1	1	1
yqgQ_1	1	1
gluP_1	1	1
yqgN_1	1	1
feuB_1	1	1
fepC_1	1	1
asnB_2	1	1
fldZ	1	1
kdgA_3	1	1
bacE	1	1
kdpA	4	3
kdpC	4	3
kdpD	4	3
rpsI_1	1	1
rplM_1	2	1
xylB_5	1	1
rpoC_1	2	1
rpoB_1	2	1
birA_1	1	1
cysQ_2	1	1
pdhA_2	1	1
mgtA_2	2	2
nfrA2	1	1
norG_2	1	1
purH_2	1	1
purN_2	1	1
purM_2	1	1
purL_2	2	2
purQ_2	1	1
purS_2	1	1
purB_2	1	1
purK_2	3	3
purE_2	2	2
pucK	3	3
xpt_2	2	2
tdcB	1	1
ald1	1	1
glgB	1	1
glgC	1	1
glgD	1	1
glgA	1	1
glgP	2	2
apu	1	1
linA	3	3
iolU_3	2	2
lytG_2	1	1
pbpF_2	1	1
rluD_3	5	5
murE_2	2	2
licR_5	1	1
penA_1	1	1
tmcAL_1	1	1
rsfS_1	1	1
nadD_1	1	1
yqeH_1	1	1
accA_1	1	1
accB_1	2	1
fabF_1	2	1
acpA_1	1	1
ykuJ_1	1	1
dgs_1	3	3
ptsI_1	1	1
ptsH_1	1	1
gpmA_6	2	2
pphA_2	1	1
yhgF_2	4	4
ydcF_1	1	1
murC_2	1	1
ybhL_1	1	1
polA_1	1	1
mutM_1	1	1
coaE_1	2	2
nrdR_1	1	1
dnaB_1	1	1
trmK_1	1	1
dagK_3	1	1
eis_4	1	1
yfeO_1	1	1
ypdF_3	1	1
pip	2	2
dtpA	1	1
rnfC_2	1	1
prdA_1	1	1
prdB_1	1	1
prdB_2	1	1
prdA_2	1	1
prdA_3	1	1
codB_1	1	1
selD	2	2
selB	1	1
csd_1	1	1
bceA_4	1	1
licC_8	1	1
mreC_2	1	1
ydjZ	1	1
ord_2	1	1
macB_3	1	1
yknY_3	1	1
bioY2_1	1	1
fba_4	2	2
gltX_3	2	2
gadB_1	2	2
yjeM_1	1	1
serC	1	1
ybiR	1	1
metC	1	1
ylmA	1	1
ald_1	1	1
acpB	1	1
acpA_2	1	1
hup_2	1	1
pchA	1	1
gatB_4	1	1
gatC_11	1	1
licR_6	1	1
gatC_12	1	1
gatD_1	2	2
rhaD_3	1	1
yoaD	1	1
drdK	1	1
mtnA	1	1
drdA_2	1	1
rbsK/rbiA_1	1	1
rbsD_2	1	1
potD_1	1	1
ydcV_1	1	1
potA_2	1	1
acuI_1	1	1
yhfK_2	2	2
yidA_4	1	1
smc_6	1	1
rnc_2	1	1
acpP_2	1	1
plsX_2	1	1
recG_2	2	2
rpmB_2	2	2
hpf_2	2	2
secA_2	2	2
prfB_2	1	1
ftsE_2	2	1
ftsX_2	1	1
clsA_3	2	2
pstS1_4	1	1
pstB3_3	1	1
pstB3_4	1	1
phoU_2	1	1
hprK_2	2	2
pepQ_2	1	1
xpkA_3	2	2
rhaR_7	5	2
chvE_2	1	1
celA_3	1	1
nag3_1	1	1
rhaS_7	1	1
rhaR_8	1	1
licA_5	1	1
frlD_1	1	1
azoR_2	3	3
gatD_2	2	2
murT_1	1	1
prfA_1	2	2
prmC_1	1	1
ywlC_1	1	1
glyA_1	1	1
upp_2	1	1
mgsR_2	1	1
iscU_2	1	1
yfcJ_2	1	1
manP_8	2	2
fryB	4	2
manP_9	1	1
manR_7	1	1
srlR_2	3	3
mepA_1	1	1
levE_4	3	2
dgaR_7	9	4
yeiL_2	1	1
noxE_1	1	1
ynjE	1	1
ynjB	1	1
rihB_2	1	1
ezrA_2	3	3
iscS_3	1	1
thiI_2	1	1
valS_2	1	1
fpgS_2	2	2
rnj1_2	1	1
miaA_1	1	1
hflX_1	1	1
rtcB	1	1
ilvD	1	1
ilvB_1	1	1
ilvH_1	1	1
ilvC	2	2
ilvA	1	1
uvrB_3	1	1
yvcJ_2	2	2
whiA_2	1	1
ctsR_1	2	2
rlhA_1	2	2
gor_1	3	3
birA_2	1	1
ecfA2_2	15	4
rpoB_2	2	2
rpoC_2	2	2
argH	2	2
argG	1	1
rplM_2	2	2
rpsI_2	1	1
pgpH_2	1	1
ybeY_2	2	2
dgkA_2	1	1
era_2	1	1
recO_2	2	2
glyQ_2	1	1
glyS_2	1	1
mtgA_2	1	1
dapX_2	2	2
decR	1	1
yghA_1	1	1
pepX	1	1
opuAA_2	2	2
manR_8	1	1
gatC_13	1	1
drdA_3	1	1
gatC_14	1	1
gatB_5	1	1
fabG_4	1	1
sorC_4	1	1
bfmBAB	1	1
pdhD_3	1	1
proC_2	2	2
rhaR_9	1	1
ygjI	1	1
rhaR_10	1	1
assT	1	1
aadK_1	7	4
ppnP	1	1
thyA1	1	1
rhaS_8	1	1
mepA_2	1	1
nsrR_1	1	1
ytbE	4	4
mnaA_1	3	3
rhaR_11	1	1
